"商品名","分词结果","品牌词","品牌数","类别词","类别数","原始类别","原始品牌","商品CODE","rand","标注类别词"
"UCC 摩卡综合焙炒咖啡粉360g/罐","UCC, 摩卡, 综合, 焙, 炒, 咖啡粉, 360g, /, 罐","ucc","1","综合, 咖啡粉, 罐","3","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","UCC","10471520","0","咖啡粉"
"UCC 无糖液体冰咖啡1L","UCC, 无, 糖, 液体, 冰, 咖啡, 1L","ucc","1","糖, 咖啡","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","UCC","9981708","0","咖啡"
"UCC 格兰泽冰咖啡豆500g/袋","UCC, 格, 兰, 泽, 冰, 咖啡豆, 500g, /, 袋","ucc","1","咖啡豆","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","UCC","356387","0","咖啡豆"
"UCC 炭烧咖啡粉300g/罐","UCC, 炭烧, 咖啡粉, 300g, /, 罐","ucc","1","咖啡粉, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","UCC","49105","0","咖啡粉"
"UCC 炭烧咖啡豆500g/袋","UCC, 炭烧, 咖啡豆, 500g, /, 袋","ucc","1","咖啡豆","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","UCC","9626204","0","咖啡豆"
"UCC 炭烧速溶咖啡110g/袋","UCC, 炭烧, 速溶咖啡, 110g, /, 袋","ucc","1","速溶咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","UCC","9626248","0","速溶咖啡"
"UCC 精选速溶114,117礼盒140g/盒(日本)","UCC, 精选, 速溶, 114, ,, 117, 礼盒, 140g, /, 盒, (, 日本, )","ucc","1","速溶, 礼盒, 盒","3","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","UCC","10577090","0","速溶"
"UCC 职人咖啡粉(圆润口感)320g/袋","UCC, 职, 人, 咖啡粉, (, 圆润, 口感, ), 320g, /, 袋","ucc","1","咖啡粉","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","UCC","9626282","0","咖啡粉"
"UCC 职人咖啡粉(浓厚口感)320g/袋","UCC, 职, 人, 咖啡粉, (, 浓厚, 口感, ), 320g, /, 袋","ucc","1","咖啡粉","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","UCC","9626271","0","咖啡粉"
"UCC 蓝山1号咖啡豆450g/罐(日本)","UCC, 蓝山, 1, 号, 咖啡豆, 450g, /, 罐, (, 日本, )","ucc","1","咖啡豆, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","UCC","10577103","0","咖啡豆"
"UCC 蓝山综合咖啡豆180g/袋","UCC, 蓝山, 综合, 咖啡豆, 180g, /, 袋","ucc","1","综合, 咖啡豆","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","UCC","48997","0","咖啡豆"
"UCC 进口条形糖3g*300/盒(日本)","UCC, 进口, 条形, 糖, 3g, *, 300, /, 盒, (, 日本, )","ucc","1","糖, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","UCC","10577056","0",""
"UCC 速溶咖啡精装礼盒(113118哥伦比亚） 300g/盒","UCC, 速溶咖啡, 精装, 礼盒, (, 113118, 哥伦比亚, ）, 300g, /, 盒","ucc","1","速溶咖啡, 礼盒, 盒","3","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","UCC","513279","0","速溶咖啡"
"UCC 速溶咖啡精装礼盒(114117奶精） 380g/盒","UCC, 速溶咖啡, 精装, 礼盒, (, 114117, 奶精, ）, 380g, /, 盒","ucc","1","速溶咖啡, 礼盒, 盒","3","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","UCC","513280","0","速溶咖啡"
"UCC 速溶哥伦比亚100g/瓶(台湾)","UCC, 速溶, 哥伦比亚, 100g, /, 瓶, (, 台湾, )","ucc","1","速溶","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","UCC","10577067","0","速溶"
"UCC 速溶蓝山综合咖啡50g/瓶(日本)","UCC, 速溶, 蓝山, 综合, 咖啡, 50g, /, 瓶, (, 日本, )","ucc","1","速溶, 综合, 咖啡","3","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","UCC","10577078","0","速溶, 咖啡"
"UCC 金牌特选综合咖啡豆360g/袋","UCC, 金牌, 特选, 综合, 咖啡豆, 360g, /, 袋","ucc","1","综合, 咖啡豆","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","UCC","9626259","0","咖啡豆"
"UCC 金牌特选风味咖啡豆360g/袋","UCC, 金牌, 特选, 风味, 咖啡豆, 360g, /, 袋","ucc","1","咖啡豆","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","UCC","9626260","1","咖啡豆"
"三点一刻 意式浓缩2合1咖啡84g/盒(中国台湾)","三点一刻, 意, 式, 浓缩, 2, 合, 1, 咖啡, 84g, /, 盒, (, 中国, 台湾, )","三点一刻","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","三点一刻","10214774","0","咖啡"
"三点一刻 意式浓缩3合1咖啡114g/盒(中国台湾)","三点一刻, 意, 式, 浓缩, 3, 合, 1, 咖啡, 114g, /, 盒, (, 中国, 台湾, )","三点一刻","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","三点一刻","10214785","0","咖啡"
"东西 麦斯威尔牌混合咖啡12g*100/袋(韩国)","东西, 麦斯威尔, 牌, 混合, 咖啡, 12g, *, 100, /, 袋, (, 韩国, )","东西","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","东西","11071140","0","咖啡"
"东西 麦馨TOP无伴侣咖啡饮料275ml(韩国)","东西, 麦馨, TOP, 无, 伴侣, 咖啡饮料, 275ml, (, 韩国, )","东西","1","咖啡饮料","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","东西","9543048","0","咖啡饮料"
"东西 麦馨TOP无糖黑咖啡饮料275ml(韩国)","东西, 麦馨, TOP, 无, 糖, 黑, 咖啡饮料, 275ml, (, 韩国, )","东西","1","糖, 咖啡饮料","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","东西","9543026","0","咖啡饮料"
"东西 麦馨TOP混合咖啡饮料275ml(韩国)","东西, 麦馨, TOP, 混合, 咖啡饮料, 275ml, (, 韩国, )","东西","1","咖啡饮料","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","东西","9543037","0","咖啡饮料"
"东西 麦馨卡布其诺榛子咖啡150g(韩国)","东西, 麦馨, 卡, 布, 其, 诺, 榛子, 咖啡, 150g, (, 韩国, )","东西","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","东西","9542658","0","咖啡"
"东西 麦馨卡布其诺香子兰咖啡150g(韩国)","东西, 麦馨, 卡, 布, 其, 诺, 香, 子, 兰, 咖啡, 150g, (, 韩国, )","东西","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","东西","9542647","0","咖啡"
"东西 麦馨摩卡金牌混合咖啡12g*20(韩国)","东西, 麦馨, 摩卡, 金牌, 混合, 咖啡, 12g, *, 20, (, 韩国, )","东西","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","东西","9542636","0","咖啡"
"乐家 古巴咖啡粉250g/包(法国)","乐家, 古巴, 咖啡粉, 250g, /, 包, (, 法国, )","乐家","1","咖啡粉","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","乐家","10263362","0","咖啡粉"
"乐家 巴西咖啡粉250g/包(法国)","乐家, 巴西, 咖啡粉, 250g, /, 包, (, 法国, )","乐家","1","咖啡粉","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","乐家","10263373","0","咖啡粉"
"乐家 美味咖啡粉250g/包(法国)","乐家, 美味, 咖啡粉, 250g, /, 包, (, 法国, )","乐家","1","咖啡粉","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","乐家","10263351","1","咖啡粉"
"乐维萨 多丝咖啡250g/袋(意大利)","乐, 维萨, 多, 丝, 咖啡, 250g, /, 袋, (, 意大利, )","维萨","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","乐维萨","11232410","0","咖啡"
"乐维萨 欧罗咖啡250g/袋(意大利)","乐, 维萨, 欧, 罗, 咖啡, 250g, /, 袋, (, 意大利, )","维萨","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","乐维萨","11232443","0","咖啡"
"乐维萨 福特咖啡250g/袋(意大利)","乐, 维萨, 福特, 咖啡, 250g, /, 袋, (, 意大利, )","维萨","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","乐维萨","11232396","0","咖啡"
"乐维萨 经典咖啡250g/袋(意大利)","乐, 维萨, 经典, 咖啡, 250g, /, 袋, (, 意大利, )","维萨","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","乐维萨","11232409","0","咖啡"
"乐维萨 里可咖啡250g/袋(意大利)","乐, 维萨, 里, 可, 咖啡, 250g, /, 袋, (, 意大利, )","维萨","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","乐维萨","11232421","0","咖啡"
"伊娃娜 摩卡咖啡 280ml/瓶","伊娃娜, 摩卡, 咖啡, 280ml, /, 瓶","伊娃娜","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伊娃娜","9687767","0","咖啡"
"伊诺斯 冰咖啡(焦糖)100g/纸盒(波兰)","伊, 诺, 斯, 冰, 咖啡, (, 焦糖, ), 100g, /, 纸盒, (, 波兰, )","","0","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伊诺斯牌","10878838","0","咖啡"
"伊诺斯 冰咖啡(经典)100g/纸盒(波兰)","伊, 诺, 斯, 冰, 咖啡, (, 经典, ), 100g, /, 纸盒, (, 波兰, )","","0","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伊诺斯牌","10878827","0","咖啡"
"伊诺斯 卡布奇诺咖啡(巧克力)100g/纸盒(波兰)","伊, 诺, 斯, 卡布奇诺, 咖啡, (, 巧克力, ), 100g, /, 纸盒, (, 波兰, )","","0","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伊诺斯牌","10878769","0","咖啡"
"伊诺斯 卡布奇诺咖啡(意大利特浓)100g/纸盒(波兰)","伊, 诺, 斯, 卡布奇诺, 咖啡, (, 意大利, 特, 浓, ), 100g, /, 纸盒, (, 波兰, )","","0","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伊诺斯牌","10878781","0","咖啡"
"伊诺斯 卡布奇诺咖啡(摩卡)100g/纸盒(波兰)","伊, 诺, 斯, 卡布奇诺, 咖啡, (, 摩卡, ), 100g, /, 纸盒, (, 波兰, )","","0","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伊诺斯牌","10878805","0","咖啡"
"伊诺斯 卡布奇诺咖啡(无糖)100g/纸盒(波兰)","伊, 诺, 斯, 卡布奇诺, 咖啡, (, 无, 糖, ), 100g, /, 纸盒, (, 波兰, )","","0","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伊诺斯牌","10878792","0","咖啡"
"伊诺斯 卡布奇诺咖啡(榛仁)100g/纸盒(波兰)","伊, 诺, 斯, 卡布奇诺, 咖啡, (, 榛, 仁, ), 100g, /, 纸盒, (, 波兰, )","","0","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伊诺斯牌","10878770","0","咖啡"
"伊诺斯 卡布奇诺咖啡(经典)100g/纸盒(波兰)","伊, 诺, 斯, 卡布奇诺, 咖啡, (, 经典, ), 100g, /, 纸盒, (, 波兰, )","","0","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伊诺斯牌","10878747","0","咖啡"
"伊诺斯 卡布奇诺咖啡(香草)100g/纸盒(波兰)","伊, 诺, 斯, 卡布奇诺, 咖啡, (, 香草, ), 100g, /, 纸盒, (, 波兰, )","","0","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伊诺斯牌","10878758","0","咖啡"
"伊诺斯 巧克力冲饮160g/纸盒(波兰)","伊, 诺, 斯, 巧克力, 冲饮, 160g, /, 纸盒, (, 波兰, )","","0","巧克力, 冲饮","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伊诺斯牌","10878816","0","巧克力, 冲饮"
"伯朗 卡布奇诺风味咖啡饮料240ml/罐(台湾)","伯朗, 卡布奇诺, 风味, 咖啡饮料, 240ml, /, 罐, (, 台湾, )","伯朗","1","咖啡饮料, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伯朗","309148","0","咖啡饮料"
"伯朗 卡布奇诺风味咖啡饮料240ml/罐*2","伯朗, 卡布奇诺, 风味, 咖啡饮料, 240ml, /, 罐, *, 2","伯朗","1","咖啡饮料, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伯朗","10470801","0","咖啡饮料"
"伯朗 卡布奇诺风味咖啡（速溶）450g/袋","伯朗, 卡布奇诺, 风味, 咖啡, （, 速溶, ）, 450g, /, 袋","伯朗","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伯朗","316187","0","咖啡"
"伯朗 原味咖啡饮料240ml/罐","伯朗, 原味, 咖啡饮料, 240ml, /, 罐","伯朗","1","咖啡饮料, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伯朗","309126","0","咖啡饮料"
"伯朗 原味咖啡饮料240ml/罐 *2","伯朗, 原味, 咖啡饮料, 240ml, /, 罐, *, 2","伯朗","1","咖啡饮料, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伯朗","10470583","0","咖啡饮料"
"伯朗 夏威夷豆风味咖啡240ml/罐 *2","伯朗, 夏威夷, 豆, 风味, 咖啡, 240ml, /, 罐, *, 2","伯朗","1","咖啡, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伯朗","10470947","0","咖啡"
"伯朗 夏威夷豆风味咖啡240ml/罐(台湾)","伯朗, 夏威夷, 豆, 风味, 咖啡, 240ml, /, 罐, (, 台湾, )","伯朗","1","咖啡, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伯朗","316154","0","咖啡"
"伯朗 曼特宁风味咖啡（速溶）450g/袋","伯朗, 曼, 特, 宁, 风味, 咖啡, （, 速溶, ）, 450g, /, 袋","伯朗","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伯朗","316176","0","咖啡"
"伯朗 法式香草风味咖啡330ml/瓶(台湾)","伯朗, 法式, 香草, 风味, 咖啡, 330ml, /, 瓶, (, 台湾, )","伯朗","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伯朗","309079","0","咖啡"
"伯朗 焦糖玛琪朵风味咖啡330ml/瓶","伯朗, 焦糖, 玛, 琪, 朵, 风味, 咖啡, 330ml, /, 瓶","伯朗","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伯朗","309091","0","咖啡"
"伯朗 白金顶级咖啡240ml/罐 *2","伯朗, 白金, 顶级, 咖啡, 240ml, /, 罐, *, 2","伯朗","1","咖啡, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伯朗","10470936","0","咖啡"
"伯朗 白金顶级咖啡240ml/罐(台湾)","伯朗, 白金, 顶级, 咖啡, 240ml, /, 罐, (, 台湾, )","伯朗","1","咖啡, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伯朗","316143","0","咖啡"
"伯朗 蓝山风味咖啡330ml/瓶(台湾)","伯朗, 蓝山, 风味, 咖啡, 330ml, /, 瓶, (, 台湾, )","伯朗","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伯朗","309080","0","咖啡"
"伯朗 蓝山风味咖啡饮料240ml/罐 *2","伯朗, 蓝山, 风味, 咖啡饮料, 240ml, /, 罐, *, 2","伯朗","1","咖啡饮料, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伯朗","10470594","0","咖啡饮料"
"伯朗 蓝山风味咖啡饮料240ml/罐(台湾)","伯朗, 蓝山, 风味, 咖啡饮料, 240ml, /, 罐, (, 台湾, )","伯朗","1","咖啡饮料, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伯朗","309137","0","咖啡饮料"
"伯朗 蓝山风味咖啡（速溶）450g/袋","伯朗, 蓝山, 风味, 咖啡, （, 速溶, ）, 450g, /, 袋","伯朗","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伯朗","316165","0","咖啡"
"伯朗 黄金特选咖啡240ml/罐 *2","伯朗, 黄金, 特选, 咖啡, 240ml, /, 罐, *, 2","伯朗","1","黄金, 咖啡, 罐","3","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伯朗","10470925","0","咖啡"
"伯朗 黄金特选咖啡240ml/罐(台湾)","伯朗, 黄金, 特选, 咖啡, 240ml, /, 罐, (, 台湾, )","伯朗","1","黄金, 咖啡, 罐","3","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","伯朗","316132","0","咖啡"
"南阳 欧蕾咖啡175ml/罐(韩国)","南阳, 欧蕾, 咖啡, 175ml, /, 罐, (, 韩国, )","南阳","1","咖啡, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","南阳","438937","0","咖啡"
"南阳 欧蕾咖啡175ml/罐(韩国) *2","南阳, 欧蕾, 咖啡, 175ml, /, 罐, (, 韩国, ), *, 2","南阳","1","咖啡, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","南阳","10470903","0","咖啡"
"南阳 焦糖玛奇朵咖啡175ml/罐(韩国)","南阳, 焦糖, 玛, 奇, 朵, 咖啡, 175ml, /, 罐, (, 韩国, )","南阳","1","咖啡, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","南阳","438926","0","咖啡"
"南阳 焦糖玛奇朵咖啡175ml/罐(韩国) *2","南阳, 焦糖, 玛, 奇, 朵, 咖啡, 175ml, /, 罐, (, 韩国, ), *, 2","南阳","1","咖啡, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","南阳","10470890","0","咖啡"
"博恩 哥伦比亚冻干速溶咖啡100g罐(哥伦比亚)","博恩, 哥伦比亚, 冻, 干, 速溶咖啡, 100g, 罐, (, 哥伦比亚, )","","0","速溶咖啡, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","博恩","11232590","0","速溶咖啡"
"博恩 哥伦比亚天然优质冻干速溶咖啡100g罐(哥伦比亚)","博恩, 哥伦比亚, 天然, 优质, 冻, 干, 速溶咖啡, 100g, 罐, (, 哥伦比亚, )","","0","速溶咖啡, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","博恩","11232614","0","速溶咖啡"
"博恩 哥伦比亚脱因冻干速溶咖啡100g罐(哥伦比亚)","博恩, 哥伦比亚, 脱, 因, 冻, 干, 速溶咖啡, 100g, 罐, (, 哥伦比亚, )","","0","速溶咖啡, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","博恩","11232603","0","速溶咖啡"
"卡司诺 3合1即溶咖啡150g/盒(新加坡)","卡司诺, 3, 合, 1, 即, 溶, 咖啡, 150g, /, 盒, (, 新加坡, )","卡司诺","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","卡司诺","10186319","0","咖啡"
"卡司诺 原味泡沫咖啡120g/盒(新加坡)","卡司诺, 原味, 泡沫, 咖啡, 120g, /, 盒, (, 新加坡, )","卡司诺","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","卡司诺","10186308","0","咖啡"
"卡司诺 爱尔兰泡沫咖啡150g/盒(新加坡)","卡司诺, 爱尔兰, 泡沫, 咖啡, 150g, /, 盒, (, 新加坡, )","卡司诺","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","卡司诺","10186320","0","咖啡"
"大卫杜夫 意式浓缩烘焙咖啡250g/盒(德国)","大卫杜夫, 意, 式, 浓缩, 烘焙, 咖啡, 250g, /, 盒, (, 德国, )","大卫杜夫","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","大卫杜夫","11232567","0","咖啡"
"大卫杜夫 意式浓缩速溶咖啡100g/罐","大卫杜夫, 意, 式, 浓缩, 速溶咖啡, 100g, /, 罐","大卫杜夫","1","速溶咖啡, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","大卫杜夫","318843","0","速溶咖啡"
"大卫杜夫 柔和烘焙咖啡250g/盒(德国)","大卫杜夫, 柔和, 烘焙, 咖啡, 250g, /, 盒, (, 德国, )","大卫杜夫","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","大卫杜夫","11232556","0","咖啡"
"大卫杜夫 柔和速溶咖啡100g/罐","大卫杜夫, 柔和, 速溶咖啡, 100g, /, 罐","大卫杜夫","1","速溶咖啡, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","大卫杜夫","9532041","0","速溶咖啡"
"大卫杜夫 香浓烘焙咖啡250g/盒(德国)","大卫杜夫, 香浓, 烘焙, 咖啡, 250g, /, 盒, (, 德国, )","大卫杜夫","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","大卫杜夫","11232545","0","咖啡"
"大卫杜夫 香浓速溶咖啡(商务装)45g/盒(德国)","大卫杜夫, 香浓, 速溶咖啡, (, 商务, 装, ), 45g, /, 盒, (, 德国, )","大卫杜夫","1","速溶咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","大卫杜夫","11232578","0","速溶咖啡"
"大卫杜夫 香浓速溶咖啡100g/罐","大卫杜夫, 香浓, 速溶咖啡, 100g, /, 罐","大卫杜夫","1","速溶咖啡, 罐","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","大卫杜夫","318832","0","速溶咖啡"
"太古 纯正方糖454g/袋","太古, 纯正, 方糖, 454g, /, 袋","太古","1","","0","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","太古","86975","0",""
"娜拉 速溶咖啡12g*20袋(韩国)","娜拉, 速溶咖啡, 12g, *, 20袋, (, 韩国, )","娜拉","1","速溶咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","娜拉","10778219","0","速溶咖啡"
"娜拉 速溶咖啡12g*50袋(韩国)","娜拉, 速溶咖啡, 12g, *, 50袋, (, 韩国, )","娜拉","1","速溶咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","娜拉","10778220","0","速溶咖啡"
"怡若 咖啡 120g","怡若, 咖啡, 120g","怡若","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","怡若","9775182","0","咖啡"
"怡若 摩卡金牌咖啡 120g","怡若, 摩卡, 金牌, 咖啡, 120g","怡若","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","怡若","9775193","0","咖啡"
"怡若 摩卡香浓咖啡120g","怡若, 摩卡, 香浓, 咖啡, 120g","怡若","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","怡若","9775206","0","咖啡"
"意之恋 即溶白咖啡320g/盒(马来西亚)","意, 之恋, 即, 溶, 白, 咖啡, 320g, /, 盒, (, 马来西亚, )","","0","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","意之恋","11164286","0","咖啡"
"意之恋 摩卡奇诺咖啡240g/盒(马来西亚)","意, 之恋, 摩, 卡奇, 诺, 咖啡, 240g, /, 盒, (, 马来西亚, )","卡奇","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","意之恋","11165392","0","咖啡"
"摩可纳 仪式浓缩三合一即溶咖啡10条*18g/袋","摩可纳, 仪式, 浓缩, 三合一, 即, 溶, 咖啡, 10, 条, *, 18g, /, 袋","摩可纳","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","摩可纳","9546376","0","咖啡"
"摩可纳 意式浓缩即溶咖啡100g/瓶(荷兰)","摩可纳, 意, 式, 浓缩, 即, 溶, 咖啡, 100g, /, 瓶, (, 荷兰, )","摩可纳","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","摩可纳","10245202","0","咖啡"
"摩可纳 意式浓缩即溶咖啡200g/瓶","摩可纳, 意, 式, 浓缩, 即, 溶, 咖啡, 200g, /, 瓶","摩可纳","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","摩可纳","303457","0","咖啡"
"摩可纳 经典三合一即溶咖啡(8条*20g)/袋","摩可纳, 经典, 三合一, 即, 溶, 咖啡, (, 8, 条, *, 20g, ), /, 袋","摩可纳","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","摩可纳","9546387","0","咖啡"
"摩可纳 经典中度烘焙即溶咖啡200g/瓶(荷兰)","摩可纳, 经典, 中度, 烘焙, 即, 溶, 咖啡, 200g, /, 瓶, (, 荷兰, )","摩可纳","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","摩可纳","10245213","0","咖啡"
"故乡浓 怡宝白咖啡原味600g/袋(马来西亚)","故乡浓, 怡宝, 白, 咖啡, 原味, 600g, /, 袋, (, 马来西亚, )","故乡浓","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","故乡浓","10193121","0","咖啡"
"故乡浓 怡宝白咖啡无糖357g/袋(马来西亚)","故乡浓, 怡宝, 白, 咖啡, 无, 糖, 357g, /, 袋, (, 马来西亚, )","故乡浓","1","咖啡, 糖","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","故乡浓","10193132","0","咖啡"
"故乡浓 怡宝白咖啡榛果味600g/袋(马来西亚)","故乡浓, 怡宝, 白, 咖啡, 榛, 果味, 600g, /, 袋, (, 马来西亚, )","故乡浓","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","故乡浓","10193110","0","咖啡"
"故乡浓 白咖啡(低糖)30g*10包/盒(马来西亚)","故乡浓, 白, 咖啡, (, 低糖, ), 30g, *, 10, 包, /, 盒, (, 马来西亚, )","故乡浓","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","故乡浓","9703111","0","咖啡"
"故乡浓 白咖啡(原味)40g*10包/盒(马来西亚)","故乡浓, 白, 咖啡, (, 原味, ), 40g, *, 10, 包, /, 盒, (, 马来西亚, )","故乡浓","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","故乡浓","9703031","0","咖啡"
