"商品名","分词结果","品牌词","品牌数","类别词","类别数","原始类别","原始品牌","商品CODE","标注类别词"
"智高 ZHIGAO 旋风笔袋 颜色随机","智高, ZHIGAO, 旋风, 笔袋, 颜色, 随机","智高","1","笔袋, 颜色","2","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","智高","570194","笔袋"
"智高 ZHIGAO 绚丽生活笔袋 颜色随机","智高, ZHIGAO, 绚丽, 生活, 笔袋, 颜色, 随机","智高","1","生活, 笔袋, 颜色","3","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","智高","570150","生活, 笔袋"
"智高 ZHIGAO 美丽心情笔袋 颜色随机","智高, ZHIGAO, 美丽, 心情, 笔袋, 颜色, 随机","智高","1","笔袋, 颜色","2","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","智高","570127","笔袋"
"智高 亚马逊笔袋 ZG-8185","智高, 亚马逊, 笔袋, ZG-8185","智高","1","笔袋","1","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","智高","10981472","笔袋"
"智高 便携笔袋 DY-1061","智高, 便携, 笔袋, DY-1061","智高","1","便携, 笔袋","2","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","智高","10981507","便携, 笔袋"
"智高 双层开窗式中笔盒 DY-2027","智高, 双层, 开窗, 式, 中, 笔盒, DY-2027","智高","1","笔盒","1","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","智高","10981529","笔盒"
"智高 异动空间笔袋 ZG-8221","智高, 异动, 空间, 笔袋, ZG-8221","智高","1","笔袋","1","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","智高","10981449","笔袋"
"智高 快乐星期天笔袋 DY-1065","智高, 快乐, 星期天, 笔袋, DY-1065","智高","1","笔袋","1","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","智高","10981494","笔袋"
"智高 折叠三层 五金笔盒 DY-2000","智高, 折叠, 三层, 五金, 笔盒, DY-2000","智高","1","五金, 笔盒","2","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","智高","10981518","笔盒"
"智高 数码宝贝笔袋 ZG-8225","智高, 数码宝贝, 笔袋, ZG-8225","智高","1","笔袋","1","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","智高","10981483","笔袋"
"智高 格调达人笔袋 ZG-8200","智高, 格调, 达人, 笔袋, ZG-8200","智高","1","笔袋","1","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","智高","10981438","笔袋"
"智高 维尼头三片展示桶 DY-2105","智高, 维, 尼, 头, 三, 片, 展示, 桶, DY-2105","智高","1","","0","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","智高","10981676",""
"智高 维尼熊双面塑胶笔盒 DY-2015","智高, 维, 尼, 熊, 双面, 塑胶, 笔盒, DY-2015","智高","1","塑胶, 笔盒","2","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","智高","570332","塑胶, 笔盒"
"智高 维尼熊双面塑胶笔盒 DY-2024","智高, 维, 尼, 熊, 双面, 塑胶, 笔盒, DY-2024","智高","1","塑胶, 笔盒","2","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","智高","570354","塑胶, 笔盒"
"智高 维尼熊双面塑胶笔盒 DY-2031","智高, 维, 尼, 熊, 双面, 塑胶, 笔盒, DY-2031","智高","1","塑胶, 笔盒","2","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","智高","570398","塑胶, 笔盒"
"智高 维尼熊塑胶笔盒 DY-2025","智高, 维, 尼, 熊, 塑胶, 笔盒, DY-2025","智高","1","塑胶, 笔盒","2","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","智高","570365","塑胶, 笔盒"
"智高 维尼熊塑胶笔盒 DY-2029","智高, 维, 尼, 熊, 塑胶, 笔盒, DY-2029","智高","1","塑胶, 笔盒","2","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","智高","570376","塑胶, 笔盒"
"智高 维尼熊多功能笔盒 DY-2030 （颜色随机发送）","智高, 维, 尼, 熊, 多功能, 笔盒, DY-2030, （, 颜色, 随机, 发送, ）","智高","1","笔盒","1","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","智高","570387","笔盒"
"智高 脸谱系列笔袋 ZG-8220","智高, 脸谱, 系列, 笔袋, ZG-8220","智高","1","笔袋","1","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","智高","10981461","笔袋"
"智高 风尚潮人笔袋 ZG-8203","智高, 风尚, 潮, 人, 笔袋, ZG-8203","智高","1","笔袋","1","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","智高","10981450","笔袋"
"钊盛 ZS-168笔筒(茶色 单个出售）","钊盛, ZS-168, 笔筒, (, 茶色, 单个, 出售, ）","钊盛","1","笔筒","1","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","钊盛","565311","笔筒"
"钊盛 ZS-168笔筒(透明 单个出售）","钊盛, ZS-168, 笔筒, (, 透明, 单个, 出售, ）","钊盛","1","笔筒","1","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","钊盛","565322","笔筒"
"钊盛 ZS-168笔筒(黑色 单个出售）","钊盛, ZS-168, 笔筒, (, 黑色, 单个, 出售, ）","钊盛","1","笔筒","1","0-361-16629-16789-16873:办公用品-办公文具-桌面工具-笔筒/笔袋","钊盛","508690","笔筒"
"树德 多彩CD收集册SDR-120 活页盒式","树德, 多彩, CD, 收集, 册, SDR-120, 活页, 盒式","树德","1","cd","1","0-361-16630-16702-16719:办公用品-电脑?配件-电脑周边产品-光盘保护套/光盘存储用品.","树德","10368419",""
"艾华士 多媒体存储架5257 155*58.4*27.8cm","艾华士, 多媒体, 存储, 架, 5257, 155, *, 58.4, *, 27.8cm","艾华士","99999","多媒体, 存储, 架","3","0-361-16630-16702-16719:办公用品-电脑?配件-电脑周边产品-光盘保护套/光盘存储用品.","艾华士","9601814","存储, 架"
"艾华士帕莱德CD盒96片8201白色","艾华士, 帕, 莱德, CD盒, 96片, 8201, 白色","艾华士","1","cd盒","1","0-361-16630-16702-16719:办公用品-电脑?配件-电脑周边产品-光盘保护套/光盘存储用品.","艾华士","189515","cd盒"
"艾华士帕莱德CD盒96片8201蓝","艾华士, 帕, 莱德, CD盒, 96片, 8201, 蓝","艾华士","1","cd盒","1","0-361-16630-16702-16719:办公用品-电脑?配件-电脑周边产品-光盘保护套/光盘存储用品.","艾华士","306252","cd盒"
"艾华士帕莱德CD盒96片8201黑","艾华士, 帕, 莱德, CD盒, 96片, 8201, 黑","艾华士","1","cd盒","1","0-361-16630-16702-16719:办公用品-电脑?配件-电脑周边产品-光盘保护套/光盘存储用品.","艾华士","306263","cd盒"
"艾华士快速查找CD盒60片7421（颜色随机）","艾华士, 快速, 查找, CD盒, 60片, 7421, （, 颜色, 随机, ）","艾华士","1","cd盒","1","0-361-16630-16702-16719:办公用品-电脑?配件-电脑周边产品-光盘保护套/光盘存储用品.","艾华士","189468","cd盒"
"艾华士手提式防水防潮多功能CD盒 雅克粒透明色 220片8301","艾华士, 手提式, 防水, 防潮, 多功能, CD盒, 雅克, 粒, 透明, 色, 220片, 8301","艾华士","1","cd盒","1","0-361-16630-16702-16719:办公用品-电脑?配件-电脑周边产品-光盘保护套/光盘存储用品.","艾华士","405174","cd盒"
"艾华士手提式防水防潮多功能CD盒 黑色 220片8301","艾华士, 手提式, 防水, 防潮, 多功能, CD盒, 黑色, 220片, 8301","艾华士","1","cd盒","1","0-361-16630-16702-16719:办公用品-电脑?配件-电脑周边产品-光盘保护套/光盘存储用品.","艾华士","189526","cd盒"
"艾华士玛雅多功能CD盒100片5771","艾华士, 玛雅, 多功能, CD盒, 100片, 5771","艾华士","1","cd盒","1","0-361-16630-16702-16719:办公用品-电脑?配件-电脑周边产品-光盘保护套/光盘存储用品.","艾华士","189491","cd盒"
"艾华士迷你CD多用盒32片7507白绿色","艾华士, 迷你, CD, 多用, 盒, 32片, 7507, 白, 绿色","艾华士","1","cd, 盒","2","0-361-16630-16702-16719:办公用品-电脑?配件-电脑周边产品-光盘保护套/光盘存储用品.","艾华士","189457",""
"艾华士迷你CD多用盒32片7507蓝黑色","艾华士, 迷你, CD, 多用, 盒, 32片, 7507, 蓝, 黑色","艾华士","1","cd, 盒","2","0-361-16630-16702-16719:办公用品-电脑?配件-电脑周边产品-光盘保护套/光盘存储用品.","艾华士","463887",""
"艾华士防尘多功能CD盒110片7462","艾华士, 防尘, 多功能, CD盒, 110片, 7462","艾华士","1","cd盒","1","0-361-16630-16702-16719:办公用品-电脑?配件-电脑周边产品-光盘保护套/光盘存储用品.","艾华士","189479","cd盒"
"TDK CD-R 52速 700M 50片装 光盘","TDK, CD, -, R, 52, 速, 700M, 50片, 装, 光盘","tdk","99999","cd","1","0-361-16630-16704-16711:办公用品-电脑?配件-存储产品-CD刻录盘","TDK","10786057","光盘"
"万胜 刻录盘 50片/筒CD-R","万胜, 刻录盘, 50片, /, 筒, CD-R","万胜","1","刻录盘","1","0-361-16630-16704-16711:办公用品-电脑?配件-存储产品-CD刻录盘","万胜","9682682","刻录盘"
"怡敏信 CD-R 52速 700M 10片装 光盘（图案随机）","怡敏信, CD, -, R, 52, 速, 700M, 10片, 装, 光盘, （, 图案, 随机, ）","怡敏信","99999","cd","1","0-361-16630-16704-16711:办公用品-电脑?配件-存储产品-CD刻录盘","怡敏信","10785974","光盘"
"怡敏信 CD-R 52速 700M 50片装 光盘","怡敏信, CD, -, R, 52, 速, 700M, 50片, 装, 光盘","怡敏信","99999","cd","1","0-361-16630-16704-16711:办公用品-电脑?配件-存储产品-CD刻录盘","怡敏信","10785985","光盘"
"怡敏信 CD-R 52速 700M 单片装 光盘","怡敏信, CD, -, R, 52, 速, 700M, 单片, 装, 光盘","怡敏信","99999","cd","1","0-361-16630-16704-16711:办公用品-电脑?配件-存储产品-CD刻录盘","怡敏信","10785963","光盘"
"索尼 CD-R 48速 700MB 10片装 光盘","索尼, CD, -, R, 48, 速, 700MB, 10片, 装, 光盘","索尼","99999","cd","1","0-361-16630-16704-16711:办公用品-电脑?配件-存储产品-CD刻录盘","索尼","10785770","光盘"
"索尼 CD-R 48速 700MB 50片装 光盘","索尼, CD, -, R, 48, 速, 700MB, 50片, 装, 光盘","索尼","99999","cd","1","0-361-16630-16704-16711:办公用品-电脑?配件-存储产品-CD刻录盘","索尼","10785781","光盘"
"索尼 CD-R 48速 700MB 单片装 光盘","索尼, CD, -, R, 48, 速, 700MB, 单片, 装, 光盘","索尼","99999","cd","1","0-361-16630-16704-16711:办公用品-电脑?配件-存储产品-CD刻录盘","索尼","10785769","光盘"
"麦克赛尔 CD-R 48速 700MB 10片装 光盘","麦克赛尔, CD, -, R, 48, 速, 700MB, 10片, 装, 光盘","麦克赛尔","99999","cd","1","0-361-16630-16704-16711:办公用品-电脑?配件-存储产品-CD刻录盘","麦克赛尔","10785532","光盘"
"麦克赛尔 CD-R 48速 700MB 25片装 光盘","麦克赛尔, CD, -, R, 48, 速, 700MB, 25片, 装, 光盘","麦克赛尔","99999","cd","1","0-361-16630-16704-16711:办公用品-电脑?配件-存储产品-CD刻录盘","麦克赛尔","10785543","光盘"
"麦克赛尔 CD-R 48速 700MB 50片装 光盘 可打印 光盘","麦克赛尔, CD, -, R, 48, 速, 700MB, 50片, 装, 光盘, 可, 打印, 光盘","麦克赛尔","99999","cd, 打印","2","0-361-16630-16704-16711:办公用品-电脑?配件-存储产品-CD刻录盘","麦克赛尔","10785703","光盘, 打印, 光盘"
"麦克赛尔 CD-R 48速 700MB 50片装 光盘（图案随机）","麦克赛尔, CD, -, R, 48, 速, 700MB, 50片, 装, 光盘, （, 图案, 随机, ）","麦克赛尔","99999","cd","1","0-361-16630-16704-16711:办公用品-电脑?配件-存储产品-CD刻录盘","麦克赛尔","10785554","光盘"
"麦克赛尔 CD-R 48速 700MB 50片装 黑尊 光盘 （颜色随机）","麦克赛尔, CD, -, R, 48, 速, 700MB, 50片, 装, 黑, 尊, 光盘, （, 颜色, 随机, ）","麦克赛尔","99999","cd","1","0-361-16630-16704-16711:办公用品-电脑?配件-存储产品-CD刻录盘","麦克赛尔","10785565","光盘"
"麦克赛尔 CD-R 48速 700MB 单片装  光盘（颜色随机）","麦克赛尔, CD, -, R, 48, 速, 700MB, 单片, 装, 光盘, （, 颜色, 随机, ）","麦克赛尔","99999","cd","1","0-361-16630-16704-16711:办公用品-电脑?配件-存储产品-CD刻录盘","麦克赛尔","10785521","光盘"
"麦克赛尔 CD-RW 10速 700MB 单片装 光盘","麦克赛尔, CD, -, RW, 10, 速, 700MB, 单片, 装, 光盘","麦克赛尔","99999","cd","1","0-361-16630-16704-16711:办公用品-电脑?配件-存储产品-CD刻录盘","麦克赛尔","10785678","光盘"
"TDK DVD+R 16速 4.7GB 10片装 光盘","TDK, DVD, +, R, 16, 速, 4.7GB, 10片, 装, 光盘","tdk","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","TDK","10786080","光盘"
"TDK DVD+R 16速 4.7GB 50片装 光盘","TDK, DVD, +, R, 16, 速, 4.7GB, 50片, 装, 光盘","tdk","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","TDK","10786091","光盘"
"万胜 刻录盘 50片/筒DVD-R","万胜, 刻录盘, 50片, /, 筒, DVD-R","万胜","1","刻录盘","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","万胜","9682671","刻录盘"
"乐扣乐扣搅拌杯HPL931H 470m(赠品）","乐扣乐扣, 搅拌, 杯, HPL931H, 470m, (, 赠品, ）","乐扣乐扣","99999","搅拌, 杯","2","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","乐扣乐扣","10840241","搅拌, 杯"
"怡敏信 DVD+R 16速 4.7GB 10片装 光盘（图案随机）","怡敏信, DVD, +, R, 16, 速, 4.7GB, 10片, 装, 光盘, （, 图案, 随机, ）","怡敏信","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","怡敏信","10786035","光盘"
"怡敏信 DVD+R 16速 4.7GB 50片装 光盘（图案随机）","怡敏信, DVD, +, R, 16, 速, 4.7GB, 50片, 装, 光盘, （, 图案, 随机, ）","怡敏信","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","怡敏信","10786046","光盘"
"怡敏信 DVD+R 16速 4.7GB 单片装 光盘","怡敏信, DVD, +, R, 16, 速, 4.7GB, 单片, 装, 光盘","怡敏信","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","怡敏信","10786024","光盘"
"怡敏信 DVD-R 16速 4.7GB 10片装 光盘（图案随机）","怡敏信, DVD, -, R, 16, 速, 4.7GB, 10片, 装, 光盘, （, 图案, 随机, ）","怡敏信","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","怡敏信","10786002","光盘"
"怡敏信 DVD-R 16速 4.7GB 50片装 光盘（图案随机）","怡敏信, DVD, -, R, 16, 速, 4.7GB, 50片, 装, 光盘, （, 图案, 随机, ）","怡敏信","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","怡敏信","10786013","光盘"
"怡敏信 DVD-R 16速 4.7GB 单片装 光盘","怡敏信, DVD, -, R, 16, 速, 4.7GB, 单片, 装, 光盘","怡敏信","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","怡敏信","10785996","光盘"
"索尼 DVD+R 16速 4.7GB 10片装 光盘","索尼, DVD, +, R, 16, 速, 4.7GB, 10片, 装, 光盘","索尼","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","索尼","10785849","光盘"
"索尼 DVD+R 16速 4.7GB 25片装 光盘","索尼, DVD, +, R, 16, 速, 4.7GB, 25片, 装, 光盘","索尼","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","索尼","10785850","光盘"
"索尼 DVD+R 16速 4.7GB 50片装 光盘","索尼, DVD, +, R, 16, 速, 4.7GB, 50片, 装, 光盘","索尼","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","索尼","10785861","光盘"
"索尼 DVD+R 16速 4.7GB 单片装 光盘","索尼, DVD, +, R, 16, 速, 4.7GB, 单片, 装, 光盘","索尼","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","索尼","10785838","光盘"
"索尼 DVD+RW 4速 4.7GB 10片装 光盘","索尼, DVD, +, RW, 4, 速, 4.7GB, 10片, 装, 光盘","索尼","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","索尼","10785907","光盘"
"索尼 DVD+RW 4速 4.7GB 单片装 光盘","索尼, DVD, +, RW, 4, 速, 4.7GB, 单片, 装, 光盘","索尼","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","索尼","10785883","光盘"
"索尼 DVD-R 16速 4.7GB 10片装 光盘","索尼, DVD, -, R, 16, 速, 4.7GB, 10片, 装, 光盘","索尼","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","索尼","10785805","光盘"
"索尼 DVD-R 16速 4.7GB 25片装 光盘","索尼, DVD, -, R, 16, 速, 4.7GB, 25片, 装, 光盘","索尼","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","索尼","10785816","光盘"
"索尼 DVD-R 16速 4.7GB 50片装 光盘","索尼, DVD, -, R, 16, 速, 4.7GB, 50片, 装, 光盘","索尼","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","索尼","10785827","光盘"
"索尼 DVD-R 16速 4.7GB 单片装 光盘","索尼, DVD, -, R, 16, 速, 4.7GB, 单片, 装, 光盘","索尼","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","索尼","10785792","光盘"
"索尼 DVD-RW 2速 4.7GB 单片装 光盘","索尼, DVD, -, RW, 2, 速, 4.7GB, 单片, 装, 光盘","索尼","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","索尼","10785872","光盘"
"索尼 DV带 60分钟 5片一包","索尼, DV, 带, 60, 分钟, 5片, 一包","索尼","99999","dv","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","索尼","10785952","dv, 带"
"索尼 迷你DVD+RW 4速 1.4GB 30分钟 光盘","索尼, 迷你, DVD+RW, 4, 速, 1.4GB, 30, 分钟, 光盘","索尼","99999","","0","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","索尼","10785929","光盘"
"索尼 迷你DVD+RW 4速 2.8GB 60分钟 光盘","索尼, 迷你, DVD+RW, 4, 速, 2.8GB, 60, 分钟, 光盘","索尼","99999","","0","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","索尼","10785941","光盘"
"索尼 迷你DVD-RW 2速 1.4GB 30分钟 光盘","索尼, 迷你, DVD-RW, 2, 速, 1.4GB, 30, 分钟, 光盘","索尼","99999","","0","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","索尼","10785918","光盘"
"麦克赛尔 DVD+R 16速 4.7GB 10片装 光盘","麦克赛尔, DVD, +, R, 16, 速, 4.7GB, 10片, 装, 光盘","麦克赛尔","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","麦克赛尔","10785623","光盘"
"麦克赛尔 DVD+R 16速 4.7GB 10片装 可打印 光盘","麦克赛尔, DVD, +, R, 16, 速, 4.7GB, 10片, 装, 可, 打印, 光盘","麦克赛尔","99999","dvd, 打印","2","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","麦克赛尔","10785725","打印, 光盘"
"麦克赛尔 DVD+R 16速 4.7GB 25片装 光盘","麦克赛尔, DVD, +, R, 16, 速, 4.7GB, 25片, 装, 光盘","麦克赛尔","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","麦克赛尔","10785634","光盘"
"麦克赛尔 DVD+R 16速 4.7GB 单片装 光盘","麦克赛尔, DVD, +, R, 16, 速, 4.7GB, 单片, 装, 光盘","麦克赛尔","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","麦克赛尔","10785612","光盘"
"麦克赛尔 DVD+R 8速 8.5GB 单片装 光盘","麦克赛尔, DVD, +, R, 8, 速, 8.5GB, 单片, 装, 光盘","麦克赛尔","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","麦克赛尔","10785758","光盘"
"麦克赛尔 DVD+RW 16速 4.7GB 单片装 光盘","麦克赛尔, DVD, +, RW, 16, 速, 4.7GB, 单片, 装, 光盘","麦克赛尔","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","麦克赛尔","10785690","光盘"
"麦克赛尔 DVD-R 16速 4.7GB 10片装 光盘","麦克赛尔, DVD, -, R, 16, 速, 4.7GB, 10片, 装, 光盘","麦克赛尔","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","麦克赛尔","10785587","光盘"
"麦克赛尔 DVD-R 16速 4.7GB 25片装 光盘","麦克赛尔, DVD, -, R, 16, 速, 4.7GB, 25片, 装, 光盘","麦克赛尔","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","麦克赛尔","10785598","光盘"
"麦克赛尔 DVD-R 16速 4.7GB 50片装 光盘","麦克赛尔, DVD, -, R, 16, 速, 4.7GB, 50片, 装, 光盘","麦克赛尔","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","麦克赛尔","10785601","光盘"
"麦克赛尔 DVD-R 16速 4.7GB 50片装 黑尊 光盘","麦克赛尔, DVD, -, R, 16, 速, 4.7GB, 50片, 装, 黑, 尊, 光盘","麦克赛尔","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","麦克赛尔","10785656","光盘"
"麦克赛尔 DVD-R 16速 4.7GB 单片装 光盘","麦克赛尔, DVD, -, R, 16, 速, 4.7GB, 单片, 装, 光盘","麦克赛尔","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","麦克赛尔","10785576","光盘"
"麦克赛尔 DVD-RW 4速 4.7GB 单片装 光盘","麦克赛尔, DVD, -, RW, 4, 速, 4.7GB, 单片, 装, 光盘","麦克赛尔","99999","dvd","1","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","麦克赛尔","10785689","光盘"
"麦克赛尔 低迷DVD-RW 4速 1.4GB 30分钟 光盘","麦克赛尔, 低迷, DVD-RW, 4, 速, 1.4GB, 30, 分钟, 光盘","麦克赛尔","99999","","0","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","麦克赛尔","10785747","光盘"
"麦克赛尔 迷你DVD-R 4速 1.4GB 30分钟 光盘","麦克赛尔, 迷你, DVD-R, 4, 速, 1.4GB, 30, 分钟, 光盘","麦克赛尔","99999","","0","0-361-16630-16704-16712:办公用品-电脑?配件-存储产品-DVD刻录盘","麦克赛尔","10785736","光盘"
"兔生肖红包B款","兔, 生肖, 红包, B, 款","","0","红包","1","0-361-16631-18446:办公用品-办公礼品-新年礼品","其他","10680281","红包"
"双面立体鲤鱼送福挂件","双面, 立体, 鲤鱼, 送, 福, 挂件","福","1","挂件","1","0-361-16631-18446:办公用品-办公礼品-新年礼品","其他","10680087","挂件"
"吉祥如意金福立体门贴","吉祥如意, 金福, 立体, 门, 贴","金福","99999","门, 贴","2","0-361-16631-18446:办公用品-办公礼品-新年礼品","其他","10680167","贴"
"毛带立体画小中国结(阿福图案）","毛, 带, 立体, 画, 小, 中国结, (, 阿福, 图案, ）","","0","中国结","1","0-361-16631-18446:办公用品-办公礼品-新年礼品","其他","10679728","中国结"
"福字兔(黄）","福, 字, 兔, (, 黄, ）","福","1","","0","0-361-16631-18446:办公用品-办公礼品-新年礼品","其他","10589169",""
"立体金童玉女福字门贴","立体, 金童玉女, 福, 字, 门, 贴","福","99999","门, 贴","2","0-361-16631-18446:办公用品-办公礼品-新年礼品","其他","10680189","贴"
"绒带福字中国结（阿福图案）","绒, 带, 福, 字, 中国结, （, 阿福, 图案, ）","福","1","中国结","1","0-361-16631-18446:办公用品-办公礼品-新年礼品","其他","10679717","中国结"
"金童炫彩春联（大）","金童, 炫, 彩, 春联, （, 大, ）","金童","1","","0","0-361-16631-18446:办公用品-办公礼品-新年礼品","其他","10680043",""
"金童玉女立体门贴","金童玉女, 立体, 门, 贴","","99999","门, 贴","2","0-361-16631-18446:办公用品-办公礼品-新年礼品","其他","10680112","贴"
"金童玉女红包","金童玉女, 红包","","0","红包","1","0-361-16631-18446:办公用品-办公礼品-新年礼品","其他","10680305","红包"
"新新 50CM平面福贴43*43cmBJF-102 款式多样 随机发货","新新, 50CM, 平面, 福, 贴, 43, *, 43cmBJF-102, 款式, 多样, 随机, 发货","新新","99999","贴","1","0-361-16631-18446:办公用品-办公礼品-新年礼品","新馨行","10638934","贴"
"新新 60厘米金边灯笼32*40cmDLH-101","新新, 60, 厘米, 金边, 灯笼, 32, *, 40cmDLH-101","新新","1","灯笼","1","0-361-16631-18446:办公用品-办公礼品-新年礼品","新馨行","10638321","灯笼"
"新新 生肖对贴套装27*45cmBJZ-101 款式多样 随机发货","新新, 生肖, 对, 贴, 套装, 27, *, 45cmBJZ-101, 款式, 多样, 随机, 发货","新新","99999","贴, 套装","2","0-361-16631-18446:办公用品-办公礼品-新年礼品","新馨行","10638707","贴, 套装"
"欧芬 新年高档贺卡金箔卡-02","欧芬, 新年, 高档, 贺卡, 金箔, 卡, -02","欧芬","1","贺卡","1","0-361-16631-18446:办公用品-办公礼品-新年礼品","欧芬","10617524","贺卡"
"莲花果盘（梦特娇、花花公子赠品）","莲花, 果盘, （, 梦特娇, 、, 花花公子, 赠品, ）","莲花","1","果盘","1","0-361-16631-18464:办公用品-办公礼品-礼品笔","其他","10629411","果盘"
"梦特娇 M宝珠笔芯","梦特娇, M, 宝珠, 笔芯","梦特娇","1","宝珠, 笔芯","2","0-361-16631-18464:办公用品-办公礼品-礼品笔","梦特娇","10576746","宝珠, 笔芯"
"梦特娇 优越宝珠笔 黑精漆金夹","梦特娇, 优越, 宝珠, 笔, 黑, 精, 漆, 金, 夹","梦特娇","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","梦特娇","10576677","宝珠, 笔"
"梦特娇 典煌宝珠笔 黑精漆金夹","梦特娇, 典, 煌, 宝珠, 笔, 黑, 精, 漆, 金, 夹","梦特娇","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","梦特娇","10785509","宝珠, 笔"
